,0,1,2,3,4
0,4.233631484794274,10.982459312839059,47.3530999578237,61.464698439477014,2371.0
1,0.0,20.096385542168676,23.735955056179776,58.38651685393258,1424.0
2,8.103476723629935,13.701059602649007,69.01179341195608,90.25132167547783,2459.0
3,4.6357927097057532,97.2178752316244,93.16693944353518,32.24386252045826,2444.0
4,42.36094866796621,22.55737851092287,68.24833702882484,99.46784922394679,2255.0
5,15.61096873398257,28.840117994100297,87.06424864346457,86.87852383393133,1951.0
6,31.910169491525422,0.0,34.04129852744311,0.8032128514056224,747.0
7,20.750437798006068,35.60173385348938,99.813544379513214,100.0,2307.0
8,3.12876712328767,8.916981132075472,45.24074605451937,76.04017216642754,697.0
9,0.0,0.0,27.90530973451327,3.0973451327433628,226.0
10,11.530612244897196,0.0,80.16279069767442,95.5813953488372,430.0
